analysis_scope,condition_id,condition_label,cutoff_k,question_count,mean_retrieved_count,mean_hit_chunk_count,chunk_precision,chunk_success,gold_block_recall,chunk_ndcg,empty_rate,median_latency_ms
family:setup_configuration,indexer-generic-sparse,Sparse indexer,40,50,48.3,1.04,0.026000000000000002,0.52,0.52,0.20763991332744436,0.02,3429.276
family:setup_configuration,indexer-generic-sparse,Sparse indexer,45,50,48.3,1.1,0.024444444444444446,0.52,0.52,0.21360817051021944,0.02,3429.276
family:setup_configuration,indexer-generic-sparse,Sparse indexer,50,50,48.3,1.16,0.0232,0.54,0.54,0.22158567048327535,0.02,3429.276
family:setup_configuration,indexer-generic-sparse,Sparse indexer,55,50,48.3,1.2,0.021818181818181816,0.56,0.56,0.2264114556687655,0.02,3429.276
family:setup_configuration,indexer-generic-sparse,Sparse indexer,60,50,48.3,1.24,0.020666666666666663,0.56,0.56,0.22981769624331996,0.02,3429.276
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,5,50,39.4,0.1,0.02,0.1,0.1,0.04909422440522768,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,10,50,39.4,0.14,0.014000000000000002,0.14,0.14,0.06089612084486506,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,15,50,39.4,0.16,0.010666666666666666,0.16,0.16,0.06614911154560893,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,20,50,39.4,0.24,0.012000000000000002,0.2,0.2,0.07578299925338687,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,25,50,39.4,0.28,0.011200000000000002,0.22,0.22,0.08106436170483867,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,30,50,39.4,0.34,0.011333333333333332,0.24,0.24,0.08924800649260367,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,35,50,39.4,0.38,0.010857142857142857,0.24,0.24,0.09351601318903903,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,40,50,39.4,0.42,0.0105,0.26,0.26,0.098574596808169,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,45,50,39.4,0.5,0.011111111111111112,0.3,0.3,0.10709980429606007,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,50,50,39.4,0.56,0.011200000000000002,0.3,0.3,0.11208404193994204,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,55,50,39.4,0.56,0.01018181818181818,0.3,0.3,0.11208404193994204,0.04,3358.784
family:troubleshooting_diagnostics,indexer-generic-sparse,Sparse indexer,60,50,39.4,0.58,0.009666666666666667,0.3,0.3,0.1136931198580346,0.04,3358.784
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,5,50,54.14,0.22,0.044000000000000004,0.18,0.18,0.0648573216325154,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,10,50,54.14,0.52,0.052000000000000005,0.36,0.36,0.10643096300558191,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,15,50,54.14,0.66,0.044000000000000004,0.4,0.4,0.12523455488659668,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,20,50,54.14,0.78,0.03900000000000001,0.42,0.42,0.13645149863495454,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,25,50,54.14,1.04,0.0416,0.48,0.48,0.16206366101678601,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,30,50,54.14,1.16,0.03866666666666667,0.52,0.52,0.1746709689349846,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,35,50,54.14,1.3,0.037142857142857144,0.54,0.54,0.18685865764566564,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,40,50,54.14,1.4,0.035,0.54,0.54,0.19457361768007683,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,45,50,54.14,1.52,0.033777777777777775,0.56,0.56,0.2063807382549243,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,50,50,54.14,1.54,0.0308,0.56,0.56,0.20747029653395846,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,55,50,54.14,1.64,0.02981818181818182,0.58,0.58,0.21633545614552158,0.0,3588.098
family:features_security_maintenance_limitations,indexer-generic-sparse,Sparse indexer,60,50,54.14,1.74,0.028999999999999998,0.58,0.58,0.22371707497407692,0.0,3588.098
family:facts_specifications,indexer-generic-dense,Dense indexer,5,50,60.0,0.72,0.14400000000000002,0.46,0.46,0.2301762707967939,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,10,50,60.0,1.04,0.10400000000000001,0.66,0.66,0.3049717653778753,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,15,50,60.0,1.16,0.07733333333333334,0.74,0.74,0.3247377118775318,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,20,50,60.0,1.4,0.07,0.86,0.86,0.359532984107099,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,25,50,60.0,1.52,0.0608,0.88,0.88,0.37341653213337284,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,30,50,60.0,1.56,0.052000000000000005,0.88,0.88,0.3757815580445215,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,35,50,60.0,1.66,0.04742857142857143,0.88,0.88,0.3836358497082976,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,40,50,60.0,1.78,0.044500000000000005,0.92,0.92,0.3961553868598917,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,45,50,60.0,1.86,0.04133333333333334,0.94,0.94,0.4055533314929334,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,50,50,60.0,1.94,0.0388,0.96,0.96,0.4142061667268053,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,55,50,60.0,2.12,0.03854545454545454,0.96,0.96,0.42613610949603903,0.0,3487.1755000000003
family:facts_specifications,indexer-generic-dense,Dense indexer,60,50,60.0,2.14,0.035666666666666666,0.96,0.96,0.42716490696329873,0.0,3487.1755000000003
family:setup_configuration,indexer-generic-dense,Dense indexer,5,50,60.0,0.74,0.14800000000000002,0.46,0.46,0.2479151244678507,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,10,50,60.0,1.1,0.11,0.64,0.64,0.31819326955790644,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,15,50,60.0,1.36,0.09066666666666666,0.74,0.74,0.35395833924102627,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,20,50,60.0,1.52,0.07600000000000001,0.74,0.74,0.36897338469944174,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,25,50,60.0,1.6,0.064,0.74,0.74,0.3754764176541172,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,30,50,60.0,1.76,0.05866666666666667,0.76,0.76,0.3917159291815029,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,35,50,60.0,1.8,0.05142857142857142,0.76,0.76,0.39565712967572564,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,40,50,60.0,1.88,0.047,0.78,0.78,0.40475411087914337,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,45,50,60.0,1.9,0.042222222222222223,0.78,0.78,0.40648376745594833,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,50,50,60.0,1.96,0.0392,0.82,0.82,0.4139581657896166,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,55,50,60.0,2.0,0.03636363636363636,0.82,0.82,0.41744893229403457,0.0,3771.441
family:setup_configuration,indexer-generic-dense,Dense indexer,60,50,60.0,2.04,0.034,0.82,0.82,0.41993121696935704,0.0,3771.441
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,5,50,60.0,0.38,0.07600000000000001,0.38,0.38,0.15308222276485928,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,10,50,60.0,0.68,0.068,0.66,0.66,0.2139779736413784,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,15,50,60.0,0.8,0.05333333333333333,0.7,0.7,0.22761371439868638,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,20,50,60.0,1.12,0.05600000000000001,0.76,0.76,0.2637787133676926,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,25,50,60.0,1.32,0.0528,0.8,0.8,0.2844514161656222,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,30,50,60.0,1.46,0.04866666666666667,0.8,0.8,0.29737274549807957,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,35,50,60.0,1.62,0.046285714285714284,0.82,0.82,0.3123397196832562,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,40,50,60.0,1.86,0.04650000000000001,0.86,0.86,0.33646323789222843,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,45,50,60.0,1.96,0.04355555555555555,0.86,0.86,0.3441070697885879,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,50,50,60.0,2.08,0.0416,0.86,0.86,0.3524709165186568,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,55,50,60.0,2.14,0.03890909090909091,0.88,0.88,0.35870966405764976,0.0,3702.9685
family:troubleshooting_diagnostics,indexer-generic-dense,Dense indexer,60,50,60.0,2.2,0.03666666666666667,0.88,0.88,0.3632522233511174,0.0,3702.9685
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,5,50,60.0,0.7,0.14,0.48,0.48,0.20035858215128832,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,10,50,60.0,1.12,0.11200000000000002,0.54,0.54,0.24982390300352442,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,15,50,60.0,1.5,0.1,0.7,0.7,0.2933959638538794,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,20,50,60.0,1.62,0.081,0.7,0.7,0.30466534590312655,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,25,50,60.0,1.8,0.07200000000000001,0.7,0.7,0.3204444110571661,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,30,50,60.0,2.0,0.06666666666666667,0.7,0.7,0.33596731722192014,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,35,50,60.0,2.18,0.062285714285714285,0.74,0.74,0.3516465004651076,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,40,50,60.0,2.24,0.055999999999999994,0.76,0.76,0.35893418788565645,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,45,50,60.0,2.32,0.051555555555555556,0.76,0.76,0.3649466136139061,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,50,50,60.0,2.4,0.048,0.76,0.76,0.37058510997025357,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,55,50,60.0,2.52,0.04581818181818182,0.78,0.78,0.3817507778304595,0.0,3539.107
family:features_security_maintenance_limitations,indexer-generic-dense,Dense indexer,60,50,60.0,2.66,0.044333333333333336,0.78,0.78,0.38986923043723143,0.0,3539.107
