condition_id,condition_label,scope,from_k,to_k,question_count,delta_recall,recall_ci95_low,recall_ci95_high,recall_significant,delta_precision,precision_ci95_low,precision_ci95_high,precision_significant,delta_ndcg,ndcg_ci95_low,ndcg_ci95_high,ndcg_significant,recall_practical_small,recall_local_plateau,ndcg_practical_small
indexer-generic-sparse,Sparse indexer,id,15,20,100,0.02,0.0,0.05,0,-0.003499999999999999,-0.006666666666666666,-0.0004999999999999995,1,0.006722385558838324,0.0017016677380105782,0.013518412998990167,1,1,1,1
indexer-generic-sparse,Sparse indexer,id,20,25,100,0.06,0.02,0.11,1,0.0010999999999999996,-0.0017999999999999997,0.0040999999999999995,0,0.015540231569345473,0.007690436998037739,0.02447786632596205,1,0,0,0
indexer-generic-sparse,Sparse indexer,id,25,30,100,0.03,0.0,0.07,0,-0.001266666666666667,-0.0032666666666666673,0.0007333333333333337,0,0.009021764240726255,0.0030030251136951517,0.01627497145547065,1,0,0,1
indexer-generic-sparse,Sparse indexer,id,30,35,100,0.01,0.0,0.03,0,-0.0011904761904761908,-0.0028095238095238095,0.0004761904761904763,0,0.00628554104186953,0.0021120224098900935,0.01131348262409758,1,1,1,1
indexer-generic-sparse,Sparse indexer,id,35,40,100,0.01,0.0,0.03,0,-0.0006428571428571423,-0.0020357142857142852,0.0008214285714285721,0,0.0076865124574768484,0.0026380496943559156,0.01387018704184766,1,1,1,1
indexer-generic-sparse,Sparse indexer,id,40,45,100,0.01,0.0,0.03,0,-0.001388888888888889,-0.002583333333333333,-2.0816681711721684e-19,1,0.004115130214359766,0.0,0.009762280924752635,0,1,1,1
indexer-generic-sparse,Sparse indexer,id,45,50,100,0.0,0.0,0.0,0,-0.0013111111111111112,-0.0021555555555555555,-0.00042222222222222216,1,0.0027524931905049312,0.0,0.006608843406503783,0,1,1,1
indexer-generic-sparse,Sparse indexer,id,50,55,100,0.0,0.0,0.0,0,-0.0014363636363636373,-0.0020363636363636374,-0.0008363636363636369,1,0.0006752391640306754,0.0,0.002025717492092026,0,1,1,1
indexer-generic-sparse,Sparse indexer,id,55,60,100,0.02,0.0,0.05,0,-0.0005303030303030298,-0.0012424242424242421,0.0002878787878787883,0,0.005249439163969651,0.0010245742953959014,0.01101723353708279,1,1,1,1
indexer-generic-dense,Dense indexer,combined,5,10,200,0.18,0.13,0.235,1,-0.028500000000000004,-0.043,-0.014500000000000002,1,0.06385867784997308,0.049069723961333515,0.07911208214426976,1,0,0,0
indexer-generic-dense,Dense indexer,combined,10,15,200,0.095,0.055,0.14,1,-0.018166666666666668,-0.024666666666666667,-0.011666666666666669,1,0.028184704447609833,0.020003432763574063,0.037121298248719826,1,0,0,0
indexer-generic-dense,Dense indexer,combined,15,20,200,0.045,0.02,0.075,1,-0.00958333333333333,-0.013499999999999996,-0.005499999999999998,1,0.024311174676558998,0.017113956933061183,0.03195146081758841,1,0,0,0
indexer-generic-dense,Dense indexer,combined,20,25,200,0.015,0.0,0.035,0,-0.008350000000000002,-0.011000000000000003,-0.005450000000000003,1,0.014209587233229586,0.008985152353443616,0.01985626381889824,1,1,1,0
indexer-generic-dense,Dense indexer,combined,25,30,200,0.005,0.0,0.015,0,-0.005900000000000001,-0.0077,-0.004000000000000001,1,0.011762193233936463,0.0075890200702087894,0.016590779075830675,1,1,1,0
indexer-generic-dense,Dense indexer,combined,30,35,200,0.015,0.0,0.035,0,-0.004642857142857144,-0.006190476190476191,-0.0030238095238095254,1,0.010610412396590748,0.006529009462784518,0.015123726024709709,1,1,1,0
indexer-generic-dense,Dense indexer,combined,35,40,200,0.03,0.01,0.055,1,-0.0033571428571428554,-0.0047678571428571405,-0.0018571428571428552,1,0.013256930996133237,0.00799569450700593,0.019214029849624253,1,0,0,0
indexer-generic-dense,Dense indexer,combined,40,45,200,0.005,0.0,0.015,0,-0.003833333333333334,-0.004708333333333334,-0.002888888888888889,1,0.006195964708613959,0.0030603692858209106,0.009799695132503053,1,1,1,1
indexer-generic-dense,Dense indexer,combined,45,50,200,0.015,0.0,0.035,0,-0.002766666666666667,-0.0036444444444444445,-0.0018444444444444446,1,0.007532394163489133,0.004062651872067472,0.011502369767971974,1,1,1,1
indexer-generic-dense,Dense indexer,combined,50,55,200,0.01,0.0,0.025,0,-0.0019909090909090927,-0.0028818181818181833,-0.001036363636363638,1,0.008206281168212627,0.004327551489330889,0.012338173798538273,1,1,1,1
indexer-generic-dense,Dense indexer,combined,55,60,200,0.0,0.0,0.0,0,-0.0022424242424242406,-0.002871212121212119,-0.0015681818181818169,1,0.0040430235107054395,0.0019535509412939626,0.0065411242451203925,1,1,1,1
indexer-generic-dense,Dense indexer,en,5,10,100,0.21,0.13,0.29,1,-0.031000000000000007,-0.054000000000000006,-0.008975000000000361,1,0.0713197407741923,0.049774921993016245,0.09409763739154763,1,0,0,0
indexer-generic-dense,Dense indexer,en,10,15,100,0.09,0.04,0.15,1,-0.023,-0.03233333333333333,-0.013333333333333334,1,0.024866357145971286,0.014019818353639994,0.03706570285694906,1,0,0,0
indexer-generic-dense,Dense indexer,en,15,20,100,0.03,0.0,0.07,0,-0.011,-0.016333333333333328,-0.005499999999999996,1,0.022132220860949677,0.012769731393757405,0.03285345541000803,1,0,0,0
indexer-generic-dense,Dense indexer,en,20,25,100,0.03,0.0,0.07,0,-0.009000000000000001,-0.013000000000000003,-0.004700000000000001,1,0.014541029785457632,0.006838649426345536,0.023401501174606324,1,0,0,0
indexer-generic-dense,Dense indexer,en,25,30,100,0.0,0.0,0.0,0,-0.006000000000000001,-0.008533333333333334,-0.0032666666666666677,1,0.011439349484113787,0.0056525325069041905,0.017972603700621276,1,1,1,0
indexer-generic-dense,Dense indexer,en,30,35,100,0.01,0.0,0.03,0,-0.004000000000000001,-0.006285714285714286,-0.0015226190476190658,1,0.013311189455117662,0.006814508717691268,0.02082055013598914,1,1,1,0
indexer-generic-dense,Dense indexer,en,35,40,100,0.03,0.0,0.07,0,-0.0032499999999999985,-0.005392857142857139,-0.0010357142857142837,1,0.014740714872063717,0.007092229808420911,0.023575188675375378,1,0,0,0
indexer-generic-dense,Dense indexer,en,40,45,100,0.0,0.0,0.0,0,-0.0036388888888888894,-0.004916666666666667,-0.0022222222222222222,1,0.0071425536256783575,0.0028769727390064556,0.012112027461252539,1,1,1,1
indexer-generic-dense,Dense indexer,en,45,50,100,0.01,0.0,0.03,0,-0.0033111111111111115,-0.004422222222222222,-0.002111111111111111,1,0.0051187936013336955,0.0017907519358594467,0.009118273017774974,1,1,1,1
indexer-generic-dense,Dense indexer,en,50,55,100,0.02,0.0,0.05,0,-0.002163636363636366,-0.0034909090909090936,-0.0006181818181818203,1,0.009574497457063241,0.0034888740717979295,0.017000540821021842,1,1,1,1
indexer-generic-dense,Dense indexer,en,55,60,100,0.0,0.0,0.0,0,-0.002636363636363635,-0.0034848484848484847,-0.0016363636363636355,1,0.0029671254657229534,0.0005765439147466355,0.006426510066200277,1,1,1,1
indexer-generic-dense,Dense indexer,id,5,10,100,0.15,0.08,0.22,1,-0.026000000000000002,-0.04300000000000001,-0.009000000000000001,1,0.056397614925753875,0.03817614264367822,0.07602729881156697,1,0,0,0
indexer-generic-dense,Dense indexer,id,10,15,100,0.1,0.05,0.16,1,-0.013333333333333338,-0.021333333333333336,-0.005000000000000002,1,0.03150305174924837,0.019558609956046677,0.04463648073559809,1,0,0,0
indexer-generic-dense,Dense indexer,id,15,20,100,0.06,0.02,0.11,1,-0.008166666666666664,-0.013833333333333331,-0.0023333333333333305,1,0.026490128492168315,0.01614477705965024,0.0376337175683024,1,0,0,0
indexer-generic-dense,Dense indexer,id,20,25,100,0.0,0.0,0.0,0,-0.007700000000000002,-0.0114,-0.0039000000000000024,1,0.01387814468100154,0.00690802789783871,0.021894184193347786,1,1,1,0
indexer-generic-dense,Dense indexer,id,25,30,100,0.01,0.0,0.03,0,-0.0058000000000000005,-0.008333333333333333,-0.0031999999999999997,1,0.012085036983759134,0.0060256362754420945,0.01912409798457062,1,1,1,0
indexer-generic-dense,Dense indexer,id,30,35,100,0.02,0.0,0.05,0,-0.005285714285714288,-0.007285714285714287,-0.0031904761904761906,1,0.007909635338063832,0.0032050039960243447,0.013425307172502038,1,1,1,1
indexer-generic-dense,Dense indexer,id,35,40,100,0.03,0.0,0.07,0,-0.0034642857142857127,-0.005249999999999997,-0.0015357142857142841,1,0.011773147120202755,0.005155968712189013,0.019740023959594125,1,0,0,0
indexer-generic-dense,Dense indexer,id,40,45,100,0.01,0.0,0.03,0,-0.004027777777777778,-0.005222222222222223,-0.002694444444444445,1,0.00524937579154956,0.000859574327152926,0.010615371485750383,1,1,1,1
indexer-generic-dense,Dense indexer,id,45,50,100,0.02,0.0,0.05,0,-0.0022222222222222222,-0.003488888888888888,-0.0008666666666666665,1,0.00994599472564457,0.0042172370011977,0.016889553878981292,1,1,1,1
indexer-generic-dense,Dense indexer,id,50,55,100,0.0,0.0,0.0,0,-0.00181818181818182,-0.002945454545454547,-0.0005454545454545468,1,0.006838064879362017,0.0028182787303523953,0.011531423106898826,1,1,1,1
indexer-generic-dense,Dense indexer,id,55,60,100,0.0,0.0,0.0,0,-0.0018484848484848465,-0.0026818181818181797,-0.0009393939393939374,1,0.005118921555687926,0.0018272161262766606,0.008873537236474624,1,1,1,1
