analysis_scope,condition_id,condition_label,cutoff_k,question_count,mean_retrieved_count,mean_hit_chunk_count,chunk_precision,chunk_success,gold_block_recall,chunk_ndcg,empty_rate,median_latency_ms
id,indexer-generic-sparse,Sparse indexer,40,100,36.88,0.82,0.020499999999999997,0.32,0.32,0.119793998550602,0.03,2994.7545
id,indexer-generic-sparse,Sparse indexer,45,100,36.88,0.86,0.019111111111111113,0.33,0.33,0.12390912876496175,0.03,2994.7545
id,indexer-generic-sparse,Sparse indexer,50,100,36.88,0.89,0.0178,0.33,0.33,0.12666162195546668,0.03,2994.7545
id,indexer-generic-sparse,Sparse indexer,55,100,36.88,0.9,0.01636363636363636,0.33,0.33,0.12733686111949738,0.03,2994.7545
id,indexer-generic-sparse,Sparse indexer,60,100,36.88,0.95,0.01583333333333333,0.35,0.35,0.13258630028346702,0.03,2994.7545
en,indexer-generic-dense,Dense indexer,5,100,60.0,0.69,0.138,0.45,0.45,0.22322563912357066,0.0,3871.495
en,indexer-generic-dense,Dense indexer,10,100,60.0,1.07,0.10700000000000001,0.66,0.66,0.29454537989776297,0.0,3871.495
en,indexer-generic-dense,Dense indexer,15,100,60.0,1.26,0.084,0.75,0.75,0.3194117370437342,0.0,3871.495
en,indexer-generic-dense,Dense indexer,20,100,60.0,1.46,0.073,0.78,0.78,0.34154395790468395,0.0,3871.495
en,indexer-generic-dense,Dense indexer,25,100,60.0,1.6,0.064,0.81,0.81,0.3560849876901415,0.0,3871.495
en,indexer-generic-dense,Dense indexer,30,100,60.0,1.74,0.057999999999999996,0.81,0.81,0.3675243371742553,0.0,3871.495
en,indexer-generic-dense,Dense indexer,35,100,60.0,1.89,0.05399999999999999,0.82,0.82,0.38083552662937303,0.0,3871.495
en,indexer-generic-dense,Dense indexer,40,100,60.0,2.03,0.05075,0.85,0.85,0.3955762415014367,0.0,3871.495
en,indexer-generic-dense,Dense indexer,45,100,60.0,2.12,0.04711111111111111,0.85,0.85,0.40271879512711506,0.0,3871.495
en,indexer-generic-dense,Dense indexer,50,100,60.0,2.19,0.0438,0.86,0.86,0.4078375887284488,0.0,3871.495
en,indexer-generic-dense,Dense indexer,55,100,60.0,2.29,0.04163636363636363,0.88,0.88,0.41741208618551195,0.0,3871.495
en,indexer-generic-dense,Dense indexer,60,100,60.0,2.34,0.039,0.88,0.88,0.420379211651235,0.0,3871.495
id,indexer-generic-dense,Dense indexer,5,100,60.0,0.58,0.11599999999999999,0.44,0.44,0.19254046096682548,0.0,3327.266
id,indexer-generic-dense,Dense indexer,10,100,60.0,0.9,0.09,0.59,0.59,0.24893807589257932,0.0,3327.266
id,indexer-generic-dense,Dense indexer,15,100,60.0,1.15,0.07666666666666667,0.69,0.69,0.2804411276418277,0.0,3327.266
id,indexer-generic-dense,Dense indexer,20,100,60.0,1.37,0.0685,0.75,0.75,0.306931256133996,0.0,3327.266
id,indexer-generic-dense,Dense indexer,25,100,60.0,1.52,0.0608,0.75,0.75,0.32080940081499754,0.0,3327.266
id,indexer-generic-dense,Dense indexer,30,100,60.0,1.65,0.055,0.76,0.76,0.33289443779875666,0.0,3327.266
id,indexer-generic-dense,Dense indexer,35,100,60.0,1.74,0.04971428571428572,0.78,0.78,0.34080407313682054,0.0,3327.266
id,indexer-generic-dense,Dense indexer,40,100,60.0,1.85,0.04625,0.81,0.81,0.35257722025702326,0.0,3327.266
id,indexer-generic-dense,Dense indexer,45,100,60.0,1.9,0.042222222222222223,0.82,0.82,0.35782659604857286,0.0,3327.266
id,indexer-generic-dense,Dense indexer,50,100,60.0,2.0,0.04,0.84,0.84,0.36777259077421737,0.0,3327.266
id,indexer-generic-dense,Dense indexer,55,100,60.0,2.1,0.03818181818181818,0.84,0.84,0.3746106556535794,0.0,3327.266
id,indexer-generic-dense,Dense indexer,60,100,60.0,2.18,0.036333333333333336,0.84,0.84,0.37972957720926737,0.0,3327.266
